clothing_name,situation,color,gender,time,category,price
suit_9967_Pink,Work,Pink,male,evening,suit,1154
blouse_3804_Purple,Outdoor,Purple,male,night,blouse,7325
tousers_1010_Yellow,Formal,Yellow,female,evening,tousers,1897
coat_2155_Pink,Work,Pink,female,night,coat,5334
suit_8061_Green,Formal,Green,male,evening,suit,2960
hodie_3449_Yellow,Casual,Yellow,female,night,hodie,9753
skirt_8417_Purple,Wedding,Purple,unisex,night,skirt,9615
hodie_6203_Yellow,Formal,Yellow,male,noon,hodie,7447
jeans_7322_Green,Work,Green,female,night,jeans,5775
tie_5945_Purple,Work,Purple,unisex,morning,tie,3423
jacket_2483_Green,Party,Green,unisex,evening,jacket,6633
tousers_7370_Green,Work,Green,female,noon,tousers,8939
tops_1020_Blue,Wedding,Blue,male,morning,tops,3881
shorts_9456_Blue,Work,Blue,unisex,evening,shorts,1363
dress_3704_Red,Formal,Red,male,morning,dress,8043
tops_6616_Purple,Party,Purple,male,evening,tops,2868
blouse_4680_Yellow,Formal,Yellow,unisex,evening,blouse,2559
jeans_8062_Black,Party,Black,female,night,jeans,8321
shorts_4505_Purple,Party,Purple,unisex,night,shorts,7966
tops_4916_Yellow,Work,Yellow,unisex,night,tops,8141
tie_3098_Yellow,Outdoor,Yellow,female,night,tie,8879
jeans_3130_Purple,Formal,Purple,male,night,jeans,8256
dress_4689_Pink,Formal,Pink,unisex,evening,dress,1889
hodie_437_Green,Formal,Green,unisex,morning,hodie,4929
tie_2521_White,Formal,White,female,evening,tie,9052
hodie_4168_Pink,Formal,Pink,male,evening,hodie,5908
jeans_419_White,Party,White,female,morning,jeans,3436
dress_6486_Blue,Wedding,Blue,female,noon,dress,4547
t-shirt_2997_Red,Work,Red,unisex,night,t-shirt,4809
jeans_6142_Red,Work,Red,female,morning,jeans,1445
tousers_339_Purple,Wedding,Purple,unisex,morning,tousers,9028
jacket_5531_Black,Wedding,Black,unisex,night,jacket,3178
dress_6816_Pink,Wedding,Pink,unisex,noon,dress,2307
shorts_7865_Green,Casual,Green,female,evening,shorts,4392
sport_6895_Yellow,Wedding,Yellow,unisex,evening,sport,8330
waistcoat_1223_White,Formal,White,unisex,night,waistcoat,1588
shorts_6702_Red,Wedding,Red,male,evening,shorts,4476
tops_1675_White,Wedding,White,female,evening,tops,3506
suit_574_Blue,Work,Blue,female,night,suit,8365
waistcoat_3695_Purple,Formal,Purple,male,evening,waistcoat,8059
blouse_5465_Black,Work,Black,female,noon,blouse,3980
shoes_871_Green,Outdoor,Green,unisex,morning,shoes,4266
suit_2975_White,Wedding,White,male,evening,suit,9781
sport_9559_Pink,Outdoor,Pink,male,morning,sport,9735
coat_9961_Red,Wedding,Red,unisex,noon,coat,1250
shorts_3699_Red,Wedding,Red,female,noon,shorts,2441
t-shirt_2944_Red,Formal,Red,male,evening,t-shirt,9507
shirt_7161_Purple,Party,Purple,male,noon,shirt,4508
dress_352_Pink,Work,Pink,unisex,night,dress,2292
coat_9134_White,Outdoor,White,unisex,night,coat,8745
dress_4080_Green,Outdoor,Green,unisex,night,dress,6428
hodie_6577_Red,Work,Red,unisex,night,hodie,9400
shoes_9849_Red,Casual,Red,unisex,night,shoes,6624
shoes_5274_Yellow,Casual,Yellow,male,morning,shoes,3504
jeans_5527_Black,Work,Black,female,evening,jeans,5918
shorts_9428_Yellow,Party,Yellow,female,noon,shorts,7936
shorts_4350_Red,Work,Red,male,morning,shorts,5177
tousers_6353_Red,Wedding,Red,unisex,evening,tousers,3562
tousers_2852_White,Work,White,unisex,morning,tousers,8850
tousers_5861_Blue,Wedding,Blue,male,morning,tousers,3539
t-shirt_1890_White,Work,White,female,morning,t-shirt,6761
blouse_7451_Purple,Wedding,Purple,unisex,evening,blouse,8368
jeans_8646_Purple,Outdoor,Purple,female,noon,jeans,9631
shoes_3894_Blue,Party,Blue,male,evening,shoes,3586
jacket_4009_Green,Wedding,Green,male,evening,jacket,8909
coat_9957_Blue,Party,Blue,male,morning,coat,6542
shorts_3620_Purple,Formal,Purple,male,morning,shorts,4844
shirt_9227_White,Outdoor,White,male,evening,shirt,9870
suit_8643_Red,Outdoor,Red,unisex,morning,suit,3312
blouse_6847_Black,Outdoor,Black,female,evening,blouse,1753
t-shirt_4608_Black,Formal,Black,unisex,morning,t-shirt,2939
jeans_2776_Yellow,Work,Yellow,male,morning,jeans,2679
shirt_7506_Purple,Casual,Purple,female,evening,shirt,1148
waistcoat_5890_Green,Party,Green,female,noon,waistcoat,4752
jacket_9135_White,Party,White,male,evening,jacket,4847
sport_293_Yellow,Work,Yellow,female,noon,sport,5777
waistcoat_4137_Red,Party,Red,unisex,noon,waistcoat,5912
sport_1486_Green,Wedding,Green,unisex,night,sport,9682
shorts_2091_Purple,Outdoor,Purple,unisex,noon,shorts,1873
suit_4524_Blue,Party,Blue,unisex,evening,suit,3602
tie_9109_Blue,Outdoor,Blue,unisex,morning,tie,9654
blouse_1854_Blue,Party,Blue,unisex,evening,blouse,1776
tie_8650_Yellow,Casual,Yellow,male,morning,tie,9758
jeans_2149_Yellow,Wedding,Yellow,female,noon,jeans,2004
jacket_3547_Yellow,Casual,Yellow,female,morning,jacket,1537
tops_6985_Black,Work,Black,female,night,tops,6804
suit_6242_Pink,Party,Pink,male,evening,suit,6058
waistcoat_3127_Red,Outdoor,Red,unisex,noon,waistcoat,1143
shoes_6245_White,Casual,White,unisex,evening,shoes,9994
suit_2301_Green,Wedding,Green,female,evening,suit,7902
dress_3925_Black,Casual,Black,male,noon,dress,5129
shorts_964_Green,Wedding,Green,male,night,shorts,1143
tousers_2123_Red,Casual,Red,female,evening,tousers,4002
jacket_5904_Red,Work,Red,unisex,night,jacket,3530
shorts_7127_Black,Party,Black,male,evening,shorts,5282
tops_2736_Black,Casual,Black,unisex,night,tops,4752
t-shirt_8979_White,Work,White,male,night,t-shirt,6152
waistcoat_3993_Yellow,Wedding,Yellow,female,noon,waistcoat,7062
t-shirt_5988_Blue,Casual,Blue,male,morning,t-shirt,5183
blouse_8560_Pink,Party,Pink,male,night,blouse,4022
hodie_7718_Black,Casual,Black,male,evening,hodie,9714
tie_9159_Blue,Work,Blue,unisex,morning,tie,4858
skirt_1882_Black,Casual,Black,unisex,evening,skirt,2533
coat_2195_White,Outdoor,White,male,night,coat,2407
waistcoat_7560_Purple,Wedding,Purple,unisex,night,waistcoat,2947
tousers_6109_Blue,Party,Blue,male,evening,tousers,7553
jacket_4777_Red,Outdoor,Red,female,night,jacket,7977
sport_4437_White,Party,White,unisex,night,sport,4481
coat_1034_Red,Formal,Red,male,noon,coat,3874
jeans_2528_Yellow,Party,Yellow,unisex,morning,jeans,6868
jacket_9187_Blue,Formal,Blue,unisex,noon,jacket,7696
shoes_1448_White,Outdoor,White,female,evening,shoes,9801
waistcoat_5486_Yellow,Work,Yellow,male,night,waistcoat,8504
shorts_2076_Purple,Casual,Purple,female,morning,shorts,8977
waistcoat_6054_White,Outdoor,White,male,morning,waistcoat,7908
tousers_3804_Pink,Wedding,Pink,unisex,night,tousers,6686
shorts_2793_Green,Outdoor,Green,unisex,evening,shorts,6332
tie_2608_Red,Outdoor,Red,female,noon,tie,1410
sport_1450_Blue,Outdoor,Blue,female,morning,sport,7220
jacket_6697_Pink,Formal,Pink,unisex,morning,jacket,3852
tie_1799_White,Casual,White,unisex,evening,tie,4195
tie_3079_Yellow,Casual,Yellow,female,morning,tie,2790
jacket_303_Pink,Casual,Pink,male,night,jacket,8932
tousers_1784_Black,Outdoor,Black,male,night,tousers,7273
sport_9102_Yellow,Casual,Yellow,female,evening,sport,2511
jacket_2698_Black,Outdoor,Black,male,noon,jacket,6689
suit_7826_Green,Wedding,Green,unisex,night,suit,2323
dress_8828_Blue,Formal,Blue,male,noon,dress,3143
jeans_8021_Green,Party,Green,male,morning,jeans,4651
waistcoat_9404_Red,Party,Red,male,morning,waistcoat,6478
tops_8976_Blue,Formal,Blue,male,morning,tops,2124
waistcoat_151_Yellow,Casual,Yellow,male,evening,waistcoat,4450
shorts_6320_Purple,Work,Purple,male,night,shorts,9840
tops_1879_Yellow,Formal,Yellow,male,evening,tops,3207
hodie_4971_Blue,Formal,Blue,female,night,hodie,2877
shoes_5146_Pink,Formal,Pink,male,night,shoes,9353
blouse_6677_Yellow,Casual,Yellow,unisex,noon,blouse,8634
coat_263_Blue,Formal,Blue,male,noon,coat,7526
jeans_2511_Blue,Casual,Blue,female,night,jeans,4352
dress_3507_Purple,Formal,Purple,male,night,dress,8012
tousers_8890_Green,Outdoor,Green,female,night,tousers,8096
blouse_9368_Blue,Wedding,Blue,female,evening,blouse,2657
waistcoat_8152_Yellow,Wedding,Yellow,unisex,night,waistcoat,6244
skirt_6814_White,Outdoor,White,male,night,skirt,8737
sport_9189_Black,Party,Black,male,evening,sport,4440
t-shirt_231_Blue,Formal,Blue,female,morning,t-shirt,6438
t-shirt_1213_Blue,Work,Blue,male,night,t-shirt,4973
sport_1065_Pink,Wedding,Pink,unisex,evening,sport,6402
jacket_193_White,Formal,White,female,noon,jacket,1901
shirt_1841_Purple,Work,Purple,male,night,shirt,3154
jacket_9095_Green,Formal,Green,male,noon,jacket,4584
shoes_9652_Purple,Outdoor,Purple,male,night,shoes,5368
tops_4102_Black,Casual,Black,male,noon,tops,9003
tops_294_Purple,Formal,Purple,male,night,tops,7377
coat_2906_Purple,Work,Purple,unisex,night,coat,1374
jeans_3939_Green,Party,Green,unisex,night,jeans,7634
tie_7046_Pink,Casual,Pink,male,evening,tie,7662
tousers_6799_Green,Outdoor,Green,male,evening,tousers,1833
jeans_8635_Blue,Outdoor,Blue,unisex,night,jeans,3568
shorts_6416_Blue,Formal,Blue,unisex,morning,shorts,3287
waistcoat_6903_Green,Outdoor,Green,male,night,waistcoat,5391
jeans_297_Green,Formal,Green,male,noon,jeans,8021
jeans_5032_Black,Casual,Black,unisex,noon,jeans,5567
skirt_5182_Yellow,Outdoor,Yellow,unisex,morning,skirt,3676
hodie_9805_Blue,Outdoor,Blue,male,evening,hodie,5340
jacket_8099_Blue,Formal,Blue,female,noon,jacket,1630
waistcoat_3401_Pink,Casual,Pink,unisex,noon,waistcoat,6159
blouse_1277_Purple,Work,Purple,female,evening,blouse,6987
waistcoat_6559_Yellow,Formal,Yellow,male,evening,waistcoat,1959
dress_4877_Red,Wedding,Red,female,night,dress,4634
suit_685_Purple,Work,Purple,male,morning,suit,6868
shirt_3938_Blue,Work,Blue,female,night,shirt,4771
blouse_7362_Green,Formal,Green,male,noon,blouse,1318
tie_8403_Blue,Formal,Blue,male,noon,tie,8632
shirt_3628_Black,Work,Black,male,night,shirt,4827
tousers_5612_White,Formal,White,male,morning,tousers,8497
dress_4553_Black,Casual,Black,male,evening,dress,9459
tousers_9979_Blue,Formal,Blue,female,night,tousers,4011
blouse_9316_Pink,Work,Pink,male,evening,blouse,6537
jeans_4397_Pink,Work,Pink,female,morning,jeans,3510
waistcoat_3707_Blue,Wedding,Blue,male,night,waistcoat,4730
dress_3547_Purple,Casual,Purple,female,night,dress,4741
tie_647_Black,Formal,Black,unisex,noon,tie,3498
blouse_7946_Blue,Formal,Blue,female,evening,blouse,1108
blouse_2157_Yellow,Work,Yellow,female,morning,blouse,7517
tousers_702_Red,Outdoor,Red,male,evening,tousers,3198
shoes_5015_Pink,Party,Pink,female,noon,shoes,4484
sport_805_Purple,Casual,Purple,female,morning,sport,6089
waistcoat_9428_Black,Work,Black,male,morning,waistcoat,1687
suit_9343_Purple,Outdoor,Purple,male,noon,suit,2838
shoes_6678_Black,Party,Black,unisex,morning,shoes,5451
waistcoat_7321_Green,Formal,Green,male,morning,waistcoat,1719
sport_3042_Green,Formal,Green,male,night,sport,6183
waistcoat_2505_Red,Outdoor,Red,unisex,morning,waistcoat,1774
shoes_1166_Green,Wedding,Green,unisex,morning,shoes,5697
shirt_6556_Green,Casual,Green,female,evening,shirt,1641
shirt_5997_White,Outdoor,White,male,noon,shirt,5727
blouse_6205_White,Work,White,female,night,blouse,9528
suit_8725_Pink,Casual,Pink,female,night,suit,4279
jacket_3073_Green,Formal,Green,unisex,night,jacket,3417
shirt_1722_Blue,Wedding,Blue,female,morning,shirt,5159
sport_8216_Pink,Party,Pink,female,evening,sport,5405
sport_1642_Yellow,Outdoor,Yellow,female,noon,sport,4273
shorts_5449_Blue,Casual,Blue,male,night,shorts,7163
t-shirt_2888_White,Casual,White,female,noon,t-shirt,5125
tie_6286_Pink,Outdoor,Pink,female,evening,tie,8371
tousers_3253_Yellow,Wedding,Yellow,female,noon,tousers,8190
waistcoat_3656_Black,Formal,Black,male,noon,waistcoat,7450
suit_9936_Green,Party,Green,unisex,morning,suit,1281
tie_1170_Blue,Casual,Blue,unisex,night,tie,6975
tie_65_Yellow,Work,Yellow,female,evening,tie,5488
shoes_3971_Purple,Casual,Purple,male,noon,shoes,3882
waistcoat_9385_Blue,Work,Blue,male,noon,waistcoat,3867
jacket_642_Black,Work,Black,male,evening,jacket,4219
dress_3668_Purple,Outdoor,Purple,male,night,dress,2474
skirt_8562_Blue,Casual,Blue,unisex,morning,skirt,3818
jeans_8305_Blue,Casual,Blue,female,noon,jeans,7253
shoes_7773_Green,Casual,Green,female,evening,shoes,5711
jacket_6843_Green,Casual,Green,unisex,noon,jacket,1776
t-shirt_3402_Red,Formal,Red,unisex,evening,t-shirt,5274
tie_7288_Yellow,Work,Yellow,female,night,tie,8274
shirt_7273_Blue,Outdoor,Blue,male,evening,shirt,6352
jacket_382_Green,Wedding,Green,unisex,night,jacket,9884
shoes_1339_Blue,Outdoor,Blue,female,night,shoes,3170
shorts_1992_Purple,Casual,Purple,male,evening,shorts,9887
t-shirt_7541_Red,Casual,Red,female,night,t-shirt,3661
shoes_562_Pink,Formal,Pink,unisex,night,shoes,8300
dress_5076_Black,Party,Black,male,morning,dress,7186
waistcoat_4862_Black,Casual,Black,male,noon,waistcoat,7803
coat_712_Blue,Casual,Blue,female,morning,coat,5198
dress_1728_Yellow,Party,Yellow,female,evening,dress,3863
jeans_9876_White,Wedding,White,male,night,jeans,4106
hodie_8472_Green,Wedding,Green,female,night,hodie,7225
jeans_5961_Black,Wedding,Black,female,evening,jeans,2710
jacket_8660_Green,Party,Green,female,morning,jacket,4702
t-shirt_4566_Purple,Outdoor,Purple,unisex,night,t-shirt,3616
skirt_2323_White,Casual,White,unisex,morning,skirt,4100
jacket_4720_White,Wedding,White,female,night,jacket,3749
waistcoat_6053_Pink,Outdoor,Pink,unisex,morning,waistcoat,1107
suit_8168_White,Casual,White,male,night,suit,1200
coat_995_Black,Party,Black,female,morning,coat,9981
tousers_5935_Purple,Casual,Purple,female,night,tousers,9528
dress_6105_Green,Work,Green,unisex,morning,dress,1526
shirt_5853_Red,Party,Red,male,noon,shirt,9984
dress_2578_Green,Work,Green,unisex,noon,dress,4416
suit_4991_Black,Outdoor,Black,female,evening,suit,8673
jacket_137_Green,Party,Green,unisex,evening,jacket,5942
blouse_8497_Pink,Wedding,Pink,female,morning,blouse,5607
tousers_6491_Purple,Outdoor,Purple,unisex,night,tousers,6693
dress_7144_Pink,Formal,Pink,female,evening,dress,7930
waistcoat_5930_Red,Wedding,Red,female,evening,waistcoat,7351
shirt_5122_Pink,Party,Pink,unisex,morning,shirt,3638
tops_4030_Black,Work,Black,unisex,night,tops,4886
suit_3903_Black,Formal,Black,female,night,suit,3167
jeans_4131_Purple,Work,Purple,male,night,jeans,8087
jeans_6266_Green,Outdoor,Green,female,evening,jeans,3081
dress_8058_Black,Wedding,Black,female,night,dress,3219
skirt_4237_Green,Party,Green,male,noon,skirt,3830
shirt_7530_Red,Party,Red,unisex,morning,shirt,7465
shoes_9173_Green,Casual,Green,female,noon,shoes,6552
skirt_9814_White,Casual,White,unisex,evening,skirt,8175
jacket_6110_Green,Party,Green,female,morning,jacket,9233
tops_4489_Pink,Party,Pink,male,morning,tops,8248
hodie_2206_Yellow,Casual,Yellow,male,noon,hodie,7998
blouse_5045_Green,Formal,Green,female,noon,blouse,7741
tie_8227_Purple,Formal,Purple,female,night,tie,7819
waistcoat_875_Red,Wedding,Red,male,night,waistcoat,2210
tousers_9780_Green,Formal,Green,unisex,morning,tousers,5801
waistcoat_3740_Blue,Wedding,Blue,female,noon,waistcoat,7620
sport_7798_Yellow,Party,Yellow,unisex,evening,sport,8664
shorts_6672_Blue,Party,Blue,male,night,shorts,1367
hodie_9004_Purple,Wedding,Purple,unisex,noon,hodie,9318
jeans_753_Black,Casual,Black,unisex,night,jeans,9603
waistcoat_7669_Green,Wedding,Green,male,evening,waistcoat,5202
shorts_6540_Pink,Casual,Pink,female,evening,shorts,5371
jeans_8545_Yellow,Work,Yellow,unisex,morning,jeans,5208
sport_1421_Purple,Work,Purple,unisex,morning,sport,2626
tops_1990_Purple,Party,Purple,female,noon,tops,2287
tie_7110_White,Formal,White,unisex,evening,tie,3674
shirt_236_Purple,Party,Purple,unisex,noon,shirt,6430
tops_3998_Blue,Party,Blue,male,noon,tops,2272
blouse_472_Red,Wedding,Red,female,noon,blouse,6847
skirt_7752_Yellow,Party,Yellow,unisex,night,skirt,6355
coat_4893_Pink,Wedding,Pink,unisex,night,coat,9022
hodie_4990_White,Party,White,unisex,night,hodie,3229
dress_4049_Purple,Wedding,Purple,unisex,night,dress,7348
tousers_1521_Yellow,Party,Yellow,female,evening,tousers,1845
shoes_8703_Yellow,Wedding,Yellow,unisex,night,shoes,6900
suit_5164_Yellow,Outdoor,Yellow,female,morning,suit,1258
t-shirt_9096_Green,Party,Green,female,noon,t-shirt,8840
tousers_5527_White,Work,White,male,noon,tousers,2528
suit_1815_Red,Outdoor,Red,male,night,suit,4492
t-shirt_6687_Pink,Formal,Pink,male,noon,t-shirt,1540
tousers_5864_Black,Formal,Black,male,noon,tousers,6411
tie_8258_Blue,Party,Blue,female,evening,tie,7111
waistcoat_178_Yellow,Formal,Yellow,male,noon,waistcoat,7912
waistcoat_7762_Red,Outdoor,Red,female,noon,waistcoat,4401
jacket_7824_White,Wedding,White,male,night,jacket,5263
t-shirt_7216_Purple,Party,Purple,male,evening,t-shirt,2384
waistcoat_8342_Blue,Work,Blue,unisex,evening,waistcoat,9549
suit_5397_Blue,Wedding,Blue,female,morning,suit,1998
suit_4707_Green,Party,Green,unisex,noon,suit,5262
waistcoat_4084_Pink,Outdoor,Pink,female,night,waistcoat,4177
t-shirt_5895_Green,Formal,Green,female,morning,t-shirt,2168
hodie_7443_Yellow,Formal,Yellow,unisex,morning,hodie,3243
shorts_6125_Pink,Outdoor,Pink,male,evening,shorts,8124
tie_5214_Pink,Formal,Pink,male,evening,tie,6634
tops_4363_Pink,Casual,Pink,unisex,morning,tops,4420
shirt_535_Black,Work,Black,female,morning,shirt,7451
hodie_2327_Purple,Formal,Purple,female,evening,hodie,7083
hodie_4607_Black,Formal,Black,female,night,hodie,1455
blouse_9802_Yellow,Party,Yellow,male,evening,blouse,7580
jacket_9651_Yellow,Wedding,Yellow,female,morning,jacket,4452
coat_6591_Blue,Formal,Blue,female,morning,coat,6339
blouse_4865_White,Outdoor,White,female,night,blouse,6849
jacket_6795_Blue,Wedding,Blue,female,noon,jacket,1216
shorts_3693_Red,Party,Red,female,morning,shorts,1847
shorts_1035_Purple,Outdoor,Purple,unisex,morning,shorts,2711
skirt_8029_Blue,Wedding,Blue,female,morning,skirt,3191
t-shirt_6747_Yellow,Formal,Yellow,unisex,noon,t-shirt,1982
tops_9189_Yellow,Party,Yellow,unisex,noon,tops,5842
sport_9605_White,Outdoor,White,female,morning,sport,9426
skirt_8107_Green,Casual,Green,unisex,evening,skirt,1088
shorts_2902_White,Work,White,male,noon,shorts,8882
skirt_1612_Blue,Formal,Blue,male,evening,skirt,5634
blouse_4548_Yellow,Work,Yellow,female,night,blouse,1864
tops_9153_Green,Work,Green,male,morning,tops,8877
blouse_7601_Blue,Outdoor,Blue,female,morning,blouse,7351
sport_3937_Pink,Formal,Pink,female,noon,sport,3573
hodie_3211_Red,Formal,Red,unisex,night,hodie,8864
shorts_2589_Blue,Casual,Blue,unisex,night,shorts,9745
blouse_6924_Blue,Outdoor,Blue,unisex,evening,blouse,2500
sport_759_Black,Casual,Black,female,noon,sport,4429
coat_3237_Yellow,Formal,Yellow,unisex,morning,coat,7258
suit_2469_White,Formal,White,female,noon,suit,5817
skirt_9631_Pink,Casual,Pink,unisex,night,skirt,3107
shirt_377_Blue,Casual,Blue,female,evening,shirt,2890
waistcoat_4506_Pink,Party,Pink,male,morning,waistcoat,6795
sport_7760_Yellow,Formal,Yellow,unisex,night,sport,4358
shirt_6532_Red,Party,Red,female,evening,shirt,4761
sport_3905_Blue,Outdoor,Blue,female,noon,sport,1502
suit_2644_Blue,Outdoor,Blue,female,noon,suit,7854
shirt_8728_White,Formal,White,male,night,shirt,9095
shorts_7063_Black,Casual,Black,female,night,shorts,1011
shorts_6017_White,Work,White,female,night,shorts,6066
dress_7894_Purple,Casual,Purple,female,noon,dress,1270
t-shirt_9515_Black,Casual,Black,male,night,t-shirt,3503
blouse_8934_Blue,Casual,Blue,unisex,night,blouse,3953
tie_5279_Black,Party,Black,male,morning,tie,5478
t-shirt_5283_Purple,Work,Purple,male,evening,t-shirt,4223
blouse_527_Purple,Party,Purple,unisex,night,blouse,8398
sport_1548_Black,Party,Black,female,evening,sport,4628
suit_4097_Red,Casual,Red,male,evening,suit,6044
t-shirt_473_Green,Casual,Green,unisex,morning,t-shirt,1459
blouse_6657_Red,Work,Red,female,night,blouse,6537
jacket_9553_Pink,Outdoor,Pink,male,evening,jacket,5410
jeans_800_Blue,Wedding,Blue,female,noon,jeans,6274
jacket_3001_Red,Wedding,Red,female,morning,jacket,9563
waistcoat_7439_Red,Work,Red,unisex,noon,waistcoat,1880
t-shirt_1869_Yellow,Casual,Yellow,male,morning,t-shirt,4489
hodie_1119_Blue,Casual,Blue,male,evening,hodie,6486
jeans_5184_Green,Wedding,Green,unisex,evening,jeans,4603
jacket_1364_Red,Formal,Red,unisex,night,jacket,1814
tie_1627_Black,Work,Black,male,noon,tie,9636
shoes_4873_Black,Outdoor,Black,female,evening,shoes,3057
jacket_3816_Black,Wedding,Black,male,night,jacket,9651
t-shirt_6823_Blue,Party,Blue,male,night,t-shirt,4649
shoes_4541_Purple,Wedding,Purple,female,evening,shoes,7502
skirt_8307_White,Wedding,White,female,morning,skirt,8539
t-shirt_5294_Green,Work,Green,female,night,t-shirt,2584
suit_7584_Yellow,Wedding,Yellow,male,night,suit,8627
shoes_401_Purple,Casual,Purple,unisex,morning,shoes,2309
shirt_9150_Purple,Party,Purple,male,evening,shirt,6460
jacket_196_Red,Party,Red,male,morning,jacket,8381
jeans_3208_Purple,Party,Purple,male,evening,jeans,5553
shirt_8723_Yellow,Work,Yellow,female,evening,shirt,8246
shirt_2800_Yellow,Casual,Yellow,unisex,noon,shirt,8485
suit_2027_Pink,Casual,Pink,male,evening,suit,3736
jacket_3373_White,Wedding,White,male,noon,jacket,8607
t-shirt_5300_Black,Wedding,Black,male,night,t-shirt,6502
t-shirt_1784_Red,Formal,Red,female,morning,t-shirt,9519
skirt_789_Black,Casual,Black,male,morning,skirt,8248
hodie_4922_Black,Casual,Black,male,noon,hodie,4371
skirt_3883_Purple,Party,Purple,unisex,noon,skirt,8809
blouse_5372_Red,Outdoor,Red,male,morning,blouse,6362
shorts_2269_Yellow,Wedding,Yellow,female,night,shorts,1825
suit_9861_Pink,Party,Pink,male,evening,suit,6587
coat_783_Red,Outdoor,Red,male,noon,coat,3466
hodie_7293_Green,Casual,Green,unisex,night,hodie,9633
suit_5296_Blue,Formal,Blue,unisex,evening,suit,9761
sport_8123_Yellow,Work,Yellow,male,morning,sport,2623
sport_6793_Blue,Work,Blue,unisex,night,sport,1322
shorts_5662_Blue,Formal,Blue,male,noon,shorts,4014
jacket_8674_Yellow,Formal,Yellow,female,morning,jacket,6697
tops_7742_White,Outdoor,White,unisex,evening,tops,5756
shoes_9900_Purple,Wedding,Purple,male,noon,shoes,2736
jacket_2062_Red,Wedding,Red,female,noon,jacket,8348
shirt_9052_White,Wedding,White,unisex,noon,shirt,1581
waistcoat_5497_Green,Party,Green,unisex,morning,waistcoat,2895
hodie_8302_Green,Work,Green,male,night,hodie,5358
dress_6122_Blue,Formal,Blue,unisex,evening,dress,1314
jacket_5004_White,Wedding,White,male,evening,jacket,6873
hodie_9419_Yellow,Work,Yellow,male,noon,hodie,3335
jeans_1692_Purple,Outdoor,Purple,female,night,jeans,2167
shoes_7119_Yellow,Party,Yellow,male,noon,shoes,5132
coat_9279_White,Formal,White,unisex,morning,coat,7807
shoes_7153_Red,Formal,Red,unisex,morning,shoes,3909
coat_1103_Yellow,Outdoor,Yellow,male,evening,coat,1495
t-shirt_5094_White,Wedding,White,female,morning,t-shirt,8224
shorts_8762_Blue,Formal,Blue,unisex,night,shorts,5448
shirt_6382_Purple,Casual,Purple,unisex,evening,shirt,4336
dress_2541_Yellow,Outdoor,Yellow,unisex,noon,dress,2030
waistcoat_9429_Black,Casual,Black,female,noon,waistcoat,9069
tousers_5023_Purple,Wedding,Purple,male,noon,tousers,7257
tousers_5221_Purple,Casual,Purple,male,morning,tousers,9745
waistcoat_3733_Green,Work,Green,female,evening,waistcoat,1570
blouse_5344_Red,Casual,Red,male,morning,blouse,2394
shoes_9698_Yellow,Casual,Yellow,unisex,morning,shoes,2131
blouse_3226_Red,Casual,Red,male,evening,blouse,6111
t-shirt_737_Black,Casual,Black,unisex,night,t-shirt,9680
waistcoat_8535_Green,Casual,Green,unisex,evening,waistcoat,6898
jeans_3684_Black,Wedding,Black,male,night,jeans,2686
hodie_7109_White,Work,White,female,noon,hodie,1961
coat_8243_Pink,Formal,Pink,male,morning,coat,6435
dress_9661_Red,Formal,Red,male,evening,dress,6228
suit_9170_Blue,Formal,Blue,male,night,suit,2832
hodie_3324_Green,Work,Green,female,noon,hodie,7480
shoes_9938_Pink,Wedding,Pink,male,night,shoes,8597
shirt_8567_Purple,Party,Purple,female,night,shirt,9345
skirt_3452_Green,Party,Green,female,night,skirt,4805
suit_4783_Black,Formal,Black,male,morning,suit,4304
t-shirt_1784_Green,Work,Green,unisex,night,t-shirt,8397
jeans_7179_Blue,Outdoor,Blue,unisex,morning,jeans,4113
waistcoat_8347_Purple,Work,Purple,unisex,morning,waistcoat,2634
t-shirt_9284_Black,Party,Black,male,noon,t-shirt,1858
tops_3449_Black,Work,Black,male,night,tops,3357
jacket_9408_Red,Party,Red,female,night,jacket,1231
coat_1073_Red,Wedding,Red,female,night,coat,6442
coat_5273_Yellow,Formal,Yellow,female,noon,coat,6109
suit_5584_Green,Outdoor,Green,unisex,night,suit,4785
tops_1469_Green,Outdoor,Green,unisex,evening,tops,2171
skirt_4924_White,Work,White,female,night,skirt,3306
waistcoat_8049_White,Work,White,male,night,waistcoat,8179
coat_2857_Green,Casual,Green,unisex,morning,coat,8669
sport_4240_Pink,Casual,Pink,male,evening,sport,3288
t-shirt_9205_Red,Work,Red,male,evening,t-shirt,5634
shirt_1456_Green,Wedding,Green,female,evening,shirt,8107
shorts_5492_Pink,Casual,Pink,female,night,shorts,7778
skirt_4206_White,Formal,White,male,morning,skirt,1201
sport_7522_Black,Formal,Black,male,noon,sport,7901
coat_8812_White,Casual,White,female,evening,coat,5068
dress_9716_Blue,Party,Blue,unisex,noon,dress,2111
jacket_473_Yellow,Formal,Yellow,male,morning,jacket,6448
waistcoat_4292_Red,Outdoor,Red,female,evening,waistcoat,1201
jacket_6910_Green,Work,Green,female,noon,jacket,3900
tops_3977_Green,Outdoor,Green,male,morning,tops,1550
hodie_1753_Pink,Outdoor,Pink,unisex,night,hodie,5532
hodie_4685_Yellow,Formal,Yellow,female,night,hodie,9667
tops_2134_White,Outdoor,White,male,night,tops,4572
